ID_Usuario,DNI_Usuario,Edad,Género,Ubicación,Tipo_Viajero,ID_Reserva,Fecha_Reserva,Fecha_Viaje,Antelacion_Reserva,Duracion_Viaje,Numero_Personas,Tipo_Paquete,Costo_Total,Metodo_Pago,Destino,Tipo_Alojamiento,Clase_Vuelo,Actividades_Reservadas,Numero_Noches_Estancia,Promocion_Aplicada,Fuente_Reserva,Estado_Reserva,Mes_Reserva,Mes_Viaje,Estacionalidad,Cancelacion_Reserva,Calificacion_Usuario,Comentarios
U0099,26089939G,43,Other,Germany,Negocios,R00099,2024|02|08 00:00:00,2024|03|05 00:00:00,321,9,1,Vuelo + Hotel,942.04,PayPal,Rome,Airbnb,Ejecutiva,,9,False,Sitio web,Cancelada,10,8,Temporada alta,True,3,Problemas con la reserva
U0100,42538395X,21,Other,Mexico,Turista,R00100,2024|05|27 00:00:00,2024|07|15 00:00:00,96,9,4,Solo vuelo,1767.54,Tarjeta de crédito,London,,Económica,,3,True,Sitio web,Pendiente,5,4,Temporada alta,False,1,No me gustó el servicio
U0101,46219395K,20,Male,Spain,Tusirta,R00101,2024|03|16 00:00:00,2024|09|02 00:00:00,137,14,3,Vuelo + Hotel + Tour,1539.71,Transferencia bancaria,Paris,Hotel,Primera clase,,2,True,Agente de viajes,Pendiente,11,12,Temporada alta,False,2,Problemas con la reserva
U0102,59588192E,55,Female,Mexico,Negocios,R00102,2024|04|27 00:00:00,2024|08|28 00:00:00,42,8,4,Vuelo + Hotel,502.0,PayPal,New York,Hotel,Económica,,5,True,App móvil,Cancelada,9,3,Temporada baja,True,1,Problemas con la reserva
U0103,74661796R,37,Female,UK,Turista,R00103,2024|02|28 00:00:00,2024|09|11 00:00:00,8,6,4,Solo vuelo,1091.98,PayPal,Rome,,Ejecutiva,,9,False,Agente de viajes,Pendiente,11,7,Temporada alta,True,5,Recomendado
U0104,55455442G,40,Other,Spain,Tusirta,R00104,2024|09|09 00:00:00,2024|12|08 00:00:00,252,11,1,Solo vuelo,159.01,PayPal,Paris,,Ejecutiva,,6,False,Sitio web,Cancelada,9,3,Temporada alta,True,4,
U0105,17558368F,39,Other,Germany,Negocios,R00105,2024|08|11 00:00:00,2024|12|28 00:00:00,104,4,2,Vuelo + Hotel,1819.92,Tarjeta de crédito,Paris,Hotel,Ejecutiva,,6,True,Sitio web,Cancelada,12,11,Temporada alta,True,5,Todo bien
U0106,18639215S,50,Female,India,Turista,R00106,2024|03|31 00:00:00,2024|12|07 00:00:00,257,8,2,Vuelo + Hotel,974.48,Tarjeta de crédito,New York,Airbnb,Económica,,2,False,Agente de viajes,Confirmada,3,4,Temporada baja,False,5,Todo bien
U0107,12771101Y,56,Female,India,Negocios,R00107,2024|02|25 00:00:00,2024|10|27 00:00:00,43,11,2,Solo vuelo,180.95,PayPal,Rome,,Ejecutiva,,6,True,App móvil,Cancelada,10,3,Temporada baja,False,3,Recomendado
U0108,81337270R,28,Female,Mexico,Turista,R00108,2024|03|10 00:00:00,2024|08|05 00:00:00,338,10,3,Vuelo + Hotel,313.85,Transferencia bancaria,Paris,Resort,Económica,,7,False,Agente de viajes,Pendiente,7,11,Temporada baja,False,1,No me gustó el servicio
U0109,33154699S,21,Female,Australia,Turista,R00109,2024|05|08 00:00:00,2024|07|19 00:00:00,258,12,1,Vuelo + Hotel,1902.24,Transferencia bancaria,New York,Resort,Económica,,7,False,Sitio web,Cancelada,6,4,Temporada alta,True,1,No me gustó el servicio
U0110,36688603S,34,Male,UK,Negocios,R00110,2024|02|18 00:00:00,2024|11|17 00:00:00,251,11,4,Solo vuelo,1571.12,Transferencia bancaria,New York,,Ejecutiva,,2,False,App móvil,Pendiente,12,7,Temporada alta,False,5,Excelente viaje
U0111,44786957T,25,Male,Australia,Negocios,R00111,2024|10|27 00:00:00,2024|12|17 00:00:00,219,10,1,Vuelo + Hotel,644.0,PayPal,London,Airbnb,Ejecutiva,,3,False,Sitio web,Cancelada,6,6,Temporada alta,False,2,No me gustó el servicio
U0112,27803083Q,23,Male,Spain,Negocios,R00112,2024|03|26 00:00:00,2024|05|30 00:00:00,245,1,1,Solo vuelo,1037.34,PayPal,Paris,,Primera clase,,4,True,Sitio web,Cancelada,7,12,Temporada alta,True,2,No me gustó el servicio
U0113,59472537B,26,Male,USA,Turista,R00113,2024|08|20 00:00:00,2024|10|17 00:00:00,217,14,1,Vuelo + Hotel,306.6,PayPal,London,Airbnb,Económica,,7,False,Sitio web,Pendiente,4,1,Temporada baja,False,4,Todo bien
U0114,75252786Y,23,Male,UK,Tusirta,R00114,2024|01|11 00:00:00,2024|10|21 00:00:00,66,6,2,Vuelo + Hotel,1407.86,PayPal,New York,Airbnb,Ejecutiva,,2,True,Sitio web,Pendiente,7,7,Temporada alta,False,4,Recomendado
U0115,69611057Q,50,Other,Germany,Tusirta,R00115,2024|12|12 00:00:00,2024|12|29 00:00:00,228,1,4,Solo vuelo,1055.61,PayPal,Rome,,Ejecutiva,,5,True,Sitio web,Confirmada,9,8,Temporada baja,True,5,Excelente viaje
U0116,31421474R,27,Female,Germany,Tusirta,R00116,2024|02|06 00:00:00,2024|10|05 00:00:00,124,14,4,Vuelo + Hotel + Tour,1448.23,Tarjeta de crédito,Tokyo,Resort,Primera clase,City tour,3,False,Sitio web,Pendiente,10,3,Temporada baja,False,4,Recomendado
U0117,98610871G,51,Female,Mexico,Tusirta,R00117,2024|05|28 00:00:00,2024|07|04 00:00:00,219,4,3,Solo vuelo,1224.82,Tarjeta de crédito,Tokyo,,Primera clase,,2,True,App móvil,Cancelada,4,2,Temporada alta,True,5,Recomendado
U0118,26329212P,38,Male,Germany,Negocios,R00118,2024|03|29 00:00:00,2024|08|07 00:00:00,298,4,2,Vuelo + Hotel + Tour,806.74,PayPal,Barcelona,Hotel,Ejecutiva,Tour en bus,3,True,App móvil,Pendiente,3,1,Temporada alta,False,1,No me gustó el servicio
U0119,20399984L,64,Other,USA,Turista,R00119,2024|02|25 00:00:00,2024|04|25 00:00:00,168,5,3,Vuelo + Hotel,115.24,Tarjeta de crédito,New York,Hotel,Ejecutiva,,8,False,Sitio web,Cancelada,6,9,Temporada alta,True,5,Recomendado
U0120,11512450F,28,Other,UK,Negocios,R00120,2024|08|10 00:00:00,2024|11|05 00:00:00,107,2,2,Vuelo + Hotel + Tour,1096.64,PayPal,Barcelona,Airbnb,Ejecutiva,,3,True,Agente de viajes,Pendiente,5,2,Temporada baja,True,5,Excelente viaje
U0121,20141649C,18,Other,India,Turista,R00121,2024|08|19 00:00:00,2024|09|28 00:00:00,316,3,3,Solo vuelo,464.42,Transferencia bancaria,Barcelona,,Ejecutiva,,1,True,App móvil,Cancelada,4,6,Temporada alta,True,1,
U0122,27611388A,49,Other,Mexico,Negocios,R00122,2024|03|02 00:00:00,2024|04|30 00:00:00,339,11,2,Solo vuelo,182.0,Transferencia bancaria,Paris,,Económica,,1,True,Sitio web,Pendiente,8,2,Temporada alta,False,1,No me gustó el servicio
U0123,78730093N,41,Female,Germany,Tusirta,R00123,2024|04|21 00:00:00,2024|04|26 00:00:00,253,4,1,Vuelo + Hotel + Tour,1643.72,Transferencia bancaria,London,Hotel,Ejecutiva,Excursión en bote,5,False,Sitio web,Cancelada,1,10,Temporada baja,True,2,No me gustó el servicio
U0124,65793518V,23,Female,Mexico,Turista,R00124,2024|02|28 00:00:00,2024|03|29 00:00:00,92,12,1,Solo vuelo,1860.64,Transferencia bancaria,Rome,,Económica,,4,True,Sitio web,Pendiente,7,6,Temporada alta,False,4,Recomendado
U0125,25384594T,18,Female,India,Turista,R00125,2024|01|27 00:00:00,2024|07|04 00:00:00,32,3,4,Vuelo + Hotel + Tour,261.06,Tarjeta de crédito,Barcelona,Resort,Ejecutiva,,9,False,App móvil,Pendiente,6,10,Temporada alta,True,1,Problemas con la reserva
U0126,84006681D,46,Other,Spain,Tusirta,R00126,2024|04|09 00:00:00,2024|05|09 00:00:00,321,11,4,Vuelo + Hotel,625.7,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,,3,False,Sitio web,Confirmada,8,12,Temporada alta,False,3,Problemas con la reserva
U0127,52820759V,49,Male,Germany,Turista,R00127,2024|02|08 00:00:00,2024|05|01 00:00:00,148,4,1,Vuelo + Hotel,1718.38,Transferencia bancaria,Cancun,Resort,Económica,,9,True,App móvil,Cancelada,8,6,Temporada alta,False,2,No me gustó el servicio
U0128,79111047V,45,Male,Germany,Turista,R00128,2024|04|16 00:00:00,2024|07|09 00:00:00,355,1,3,Vuelo + Hotel + Tour,1149.45,Transferencia bancaria,Barcelona,Hotel,Ejecutiva,,9,True,Agente de viajes,Pendiente,4,12,Temporada baja,True,4,Todo bien
U0129,32794713W,49,Male,USA,Tusirta,R00129,2024|03|01 00:00:00,2024|06|13 00:00:00,223,9,1,Vuelo + Hotel + Tour,316.76,PayPal,Rome,Airbnb,Primera clase,City tour,2,True,Agente de viajes,Confirmada,10,9,Temporada alta,False,3,Problemas con la reserva
U0130,92510048T,18,Female,Germany,Negocios,R00130,2024|05|10 00:00:00,2024|07|12 00:00:00,205,6,1,Solo vuelo,588.87,Tarjeta de crédito,Cancun,,Ejecutiva,,5,True,Sitio web,Cancelada,6,5,Temporada baja,True,4,
U0131,41444361V,57,Other,India,Turista,R00131,2024|02|20 00:00:00,2024|09|07 00:00:00,62,11,3,Solo vuelo,1901.74,Tarjeta de crédito,Rome,,Ejecutiva,,7,False,Sitio web,Cancelada,2,1,Temporada baja,False,1,Problemas con la reserva
U0132,94891837R,27,Other,Mexico,Negocios,R00132,2024|03|13 00:00:00,2024|04|02 00:00:00,259,1,3,Solo vuelo,640.95,Transferencia bancaria,Barcelona,,Primera clase,,5,True,Agente de viajes,Cancelada,6,10,Temporada alta,True,1,Problemas con la reserva
U0133,50995474N,46,Other,Germany,Negocios,R00133,2024|03|23 00:00:00,2024|12|03 00:00:00,296,7,1,Solo vuelo,531.52,PayPal,Rome,,Primera clase,,6,False,App móvil,Cancelada,6,6,Temporada alta,True,2,No me gustó el servicio
U0134,54998062W,62,Other,Germany,Tusirta,R00134,2024|04|09 00:00:00,2024|11|01 00:00:00,231,5,3,Vuelo + Hotel,542.59,PayPal,Tokyo,Resort,Primera clase,,1,True,App móvil,Cancelada,7,2,Temporada baja,True,1,Problemas con la reserva
U0135,45396592C,36,Other,Spain,Tusirta,R00135,2024|04|22 00:00:00,2024|11|13 00:00:00,50,14,2,Vuelo + Hotel,126.59,Tarjeta de crédito,Cancun,Hotel,Ejecutiva,,4,False,App móvil,Confirmada,8,11,Temporada baja,False,1,Problemas con la reserva
U0136,39564121G,54,Female,UK,Turista,R00136,2024|02|20 00:00:00,2024|12|30 00:00:00,203,10,4,Vuelo + Hotel + Tour,1947.39,Tarjeta de crédito,Rome,Airbnb,Primera clase,Excursión en bote,7,True,App móvil,Pendiente,11,2,Temporada baja,False,4,Recomendado
U0137,37176196P,28,Male,India,Negocios,R00137,2024|01|23 00:00:00,2024|12|18 00:00:00,36,6,4,Vuelo + Hotel,1743.2,PayPal,Barcelona,Hotel,Primera clase,,6,True,Agente de viajes,Cancelada,4,7,Temporada alta,True,4,Recomendado
U0138,24771212M,64,Female,USA,Tusirta,R00138,2024|10|19 00:00:00,2024|12|12 00:00:00,310,1,4,Solo vuelo,472.91,Tarjeta de crédito,Tokyo,,Económica,,5,False,App móvil,Cancelada,10,1,Temporada baja,True,5,Todo bien
U0139,55577579B,34,Male,USA,Turista,R00139,2024|01|28 00:00:00,2024|09|01 00:00:00,110,8,3,Solo vuelo,592.15,PayPal,Rome,,Primera clase,,7,True,Agente de viajes,Confirmada,11,12,Temporada baja,True,5,Excelente viaje
U0140,61316207R,30,Female,Mexico,Tusirta,R00140,2024|02|11 00:00:00,2024|07|08 00:00:00,68,1,2,Solo vuelo,150.59,PayPal,London,,Económica,,2,False,App móvil,Pendiente,1,5,Temporada alta,True,1,No me gustó el servicio
U0141,74684604Q,51,Female,Germany,Turista,R00141,2024|04|27 00:00:00,2024|12|19 00:00:00,182,6,4,Vuelo + Hotel + Tour,1467.64,Transferencia bancaria,Paris,Airbnb,Económica,Tour en bus,4,False,App móvil,Cancelada,7,8,Temporada alta,False,4,Recomendado
U0142,35132612C,39,Other,Australia,Tusirta,R00142,2024|05|03 00:00:00,2024|06|15 00:00:00,333,9,2,Vuelo + Hotel + Tour,1396.9,PayPal,Barcelona,Airbnb,Primera clase,Excursión en bote,3,True,Agente de viajes,Confirmada,6,8,Temporada baja,False,5,Excelente viaje
U0143,60743868V,48,Other,Spain,Negocios,R00143,2024|02|06 00:00:00,2024|04|24 00:00:00,70,13,1,Vuelo + Hotel + Tour,1898.64,Transferencia bancaria,London,Hotel,Económica,,3,True,Sitio web,Pendiente,3,5,Temporada baja,False,4,Todo bien
U0144,91692301H,63,Male,UK,Negocios,R00144,2024|10|05 00:00:00,2024|12|07 00:00:00,22,2,2,Vuelo + Hotel,1919.09,Transferencia bancaria,London,Hotel,Ejecutiva,,2,True,Agente de viajes,Cancelada,5,7,Temporada alta,True,5,Recomendado
U0145,91579738V,50,Other,Germany,Negocios,R00145,2024|06|27 00:00:00,2024|12|10 00:00:00,232,6,3,Vuelo + Hotel,675.22,Tarjeta de crédito,London,Resort,Ejecutiva,,2,False,Agente de viajes,Cancelada,4,6,Temporada alta,False,4,Todo bien
U0146,15383434E,27,Female,Mexico,Turista,R00146,2024|01|03 00:00:00,2024|12|31 00:00:00,149,2,3,Solo vuelo,186.64,Transferencia bancaria,Rome,,Primera clase,,7,False,Sitio web,Pendiente,8,4,Temporada baja,True,3,Todo bien
U0147,41643642A,39,Male,Australia,Negocios,R00147,2024|04|24 00:00:00,2024|11|27 00:00:00,7,10,3,Vuelo + Hotel + Tour,1059.3,Tarjeta de crédito,Barcelona,Airbnb,Primera clase,City tour,6,False,App móvil,Confirmada,11,11,Temporada baja,False,3,Recomendado
U0148,16336078Y,37,Other,Mexico,Tusirta,R00148,2024|01|08 00:00:00,2024|05|14 00:00:00,60,13,4,Solo vuelo,1714.35,PayPal,Paris,,Económica,,2,False,App móvil,Cancelada,11,7,Temporada baja,False,5,
U0149,11508821N,60,Female,India,Tusirta,R00149,2024|02|11 00:00:00,2024|02|22 00:00:00,47,14,4,Vuelo + Hotel,1689.72,PayPal,Barcelona,Resort,Económica,,1,True,App móvil,Confirmada,10,4,Temporada baja,False,5,Todo bien
U0150,61932068Z,26,Male,Mexico,Negocios,R00150,2024|01|18 00:00:00,2024|04|11 00:00:00,292,6,3,Vuelo + Hotel,124.29,PayPal,Paris,Hotel,Ejecutiva,,4,True,App móvil,Cancelada,3,7,Temporada alta,True,3,Todo bien
U0151,44046078C,55,Female,Spain,Turista,R00151,2024|04|30 00:00:00,2024|10|18 00:00:00,47,8,4,Solo vuelo,735.33,Tarjeta de crédito,London,,Económica,,2,False,Agente de viajes,Cancelada,1,2,Temporada baja,True,5,Todo bien
U0152,68891756V,24,Male,UK,Negocios,R00152,2024|02|23 00:00:00,2024|06|12 00:00:00,37,8,1,Vuelo + Hotel + Tour,914.58,Tarjeta de crédito,London,Airbnb,Ejecutiva,Tour en bus,7,True,Agente de viajes,Pendiente,10,5,Temporada baja,True,4,Todo bien
U0153,22541135P,47,Female,India,Tusirta,R00153,2024|03|15 00:00:00,2024|09|21 00:00:00,162,9,2,Vuelo + Hotel + Tour,805.16,Transferencia bancaria,Cancun,Hotel,Ejecutiva,Tour en bus,8,True,Agente de viajes,Cancelada,10,4,Temporada alta,True,3,Problemas con la reserva
U0154,90584322H,29,Male,UK,Tusirta,R00154,2024|03|25 00:00:00,2024|07|09 00:00:00,330,14,4,Vuelo + Hotel + Tour,524.27,Tarjeta de crédito,London,Airbnb,Ejecutiva,,6,True,Sitio web,Cancelada,11,7,Temporada baja,True,1,No me gustó el servicio
U0155,20556808Y,59,Male,India,Negocios,R00155,2024|06|02 00:00:00,2024|06|22 00:00:00,107,7,2,Vuelo + Hotel,1796.59,PayPal,Barcelona,Hotel,Económica,,2,True,App móvil,Pendiente,2,12,Temporada baja,False,2,Problemas con la reserva
U0156,66894095K,26,Female,Australia,Tusirta,R00156,2024|03|23 00:00:00,2024|05|05 00:00:00,232,13,1,Solo vuelo,747.39,Transferencia bancaria,Cancun,,Económica,,4,False,Agente de viajes,Cancelada,1,2,Temporada alta,True,1,Problemas con la reserva
U0157,45963475E,43,Female,Germany,Turista,R00157,2024|09|25 00:00:00,2024|11|16 00:00:00,214,7,4,Vuelo + Hotel,415.6,Transferencia bancaria,Paris,Airbnb,Primera clase,,4,False,App móvil,Cancelada,9,2,Temporada alta,True,5,Recomendado
U0158,58798623C,53,Male,USA,Turista,R00158,2024|04|16 00:00:00,2024|06|06 00:00:00,49,13,1,Solo vuelo,1999.65,Tarjeta de crédito,Cancun,,Primera clase,,3,False,Sitio web,Pendiente,1,2,Temporada baja,False,5,Excelente viaje
U0159,54969856V,45,Male,Germany,Tusirta,R00159,2024|08|30 00:00:00,2024|12|29 00:00:00,13,2,2,Vuelo + Hotel,659.73,Transferencia bancaria,Cancun,Airbnb,Económica,,3,False,App móvil,Pendiente,11,8,Temporada baja,False,4,Todo bien
U0160,22663558W,32,Male,Mexico,Negocios,R00160,2024|02|28 00:00:00,2024|09|28 00:00:00,157,1,3,Vuelo + Hotel + Tour,994.43,Transferencia bancaria,London,Airbnb,Primera clase,,5,True,Agente de viajes,Confirmada,9,5,Temporada baja,False,3,Excelente viaje
U0161,82213902B,44,Female,USA,Turista,R00161,2024|05|03 00:00:00,2024|06|23 00:00:00,38,9,3,Vuelo + Hotel + Tour,1854.33,PayPal,New York,Resort,Económica,,6,False,App móvil,Pendiente,10,6,Temporada alta,False,4,Excelente viaje
U0162,45716780W,50,Female,Spain,Turista,R00162,2024|11|20 00:00:00,2024|11|22 00:00:00,87,9,3,Solo vuelo,1829.95,Tarjeta de crédito,London,,Económica,,2,True,Agente de viajes,Cancelada,7,8,Temporada baja,True,1,
U0163,41624089T,63,Male,UK,Tusirta,R00163,2024|01|03 00:00:00,2024|11|22 00:00:00,341,14,1,Vuelo + Hotel,428.25,Transferencia bancaria,New York,Airbnb,Económica,,5,True,App móvil,Cancelada,1,6,Temporada alta,True,3,Problemas con la reserva
U0164,69641438Z,24,Other,Germany,Negocios,R00164,2024|02|02 00:00:00,2024|12|30 00:00:00,206,11,3,Vuelo + Hotel + Tour,680.22,PayPal,London,Airbnb,Primera clase,City tour,3,False,App móvil,Cancelada,10,12,Temporada alta,True,5,Recomendado
U0165,56757284T,24,Male,India,Negocios,R00165,2024|04|05 00:00:00,2024|12|06 00:00:00,180,10,4,Vuelo + Hotel,107.64,Transferencia bancaria,Cancun,Resort,Económica,,8,True,App móvil,Pendiente,10,4,Temporada baja,False,3,Recomendado
U0166,28719181R,55,Other,USA,Tusirta,R00166,2024|04|19 00:00:00,2024|06|08 00:00:00,216,3,4,Vuelo + Hotel + Tour,847.46,PayPal,Barcelona,Resort,Económica,,3,False,Sitio web,Cancelada,12,8,Temporada baja,True,4,Todo bien
U0167,63561319Z,46,Other,USA,Turista,R00167,2024|04|21 00:00:00,2024|11|06 00:00:00,336,3,4,Vuelo + Hotel + Tour,1846.85,PayPal,Rome,Airbnb,Ejecutiva,Excursión en bote,5,True,Sitio web,Cancelada,9,1,Temporada alta,True,5,Recomendado
U0168,67537068Y,51,Other,Mexico,Tusirta,R00168,2024|10|05 00:00:00,2024|11|29 00:00:00,81,8,1,Vuelo + Hotel + Tour,313.41,Transferencia bancaria,Paris,Airbnb,Ejecutiva,,1,False,Agente de viajes,Confirmada,10,3,Temporada baja,False,3,Problemas con la reserva
U0169,59102784Y,52,Female,Australia,Negocios,R00169,2024|06|24 00:00:00,2024|12|17 00:00:00,124,3,2,Solo vuelo,1922.75,Transferencia bancaria,Barcelona,,Económica,,2,True,App móvil,Pendiente,5,7,Temporada alta,True,5,Todo bien
U0170,74999261X,19,Other,Australia,Turista,R00170,2024|03|24 00:00:00,2024|06|10 00:00:00,209,7,1,Solo vuelo,1818.42,Tarjeta de crédito,Paris,,Económica,,5,True,Agente de viajes,Cancelada,4,4,Temporada alta,True,3,No me gustó el servicio
U0171,17138853N,29,Other,USA,Turista,R00171,2024|02|27 00:00:00,2024|07|18 00:00:00,162,13,2,Vuelo + Hotel + Tour,590.1,PayPal,Cancun,Airbnb,Ejecutiva,City tour,9,False,App móvil,Cancelada,2,1,Temporada alta,True,2,No me gustó el servicio
U0172,18554420K,57,Male,UK,Negocios,R00172,2024|02|05 00:00:00,2024|10|15 00:00:00,327,6,1,Vuelo + Hotel,1138.88,Transferencia bancaria,Tokyo,Airbnb,Económica,,2,True,Sitio web,Pendiente,4,12,Temporada alta,False,3,Todo bien
U0173,11637369J,29,Male,Mexico,Tusirta,R00173,2024|02|08 00:00:00,2024|11|10 00:00:00,35,4,3,Solo vuelo,1801.04,Tarjeta de crédito,Paris,,Ejecutiva,,8,False,Agente de viajes,Pendiente,10,9,Temporada alta,True,4,Todo bien
U0174,76634567Q,47,Other,Mexico,Tusirta,R00174,2024|05|18 00:00:00,2024|12|11 00:00:00,23,14,4,Solo vuelo,144.64,Tarjeta de crédito,Cancun,,Ejecutiva,,7,False,App móvil,Pendiente,1,9,Temporada baja,False,3,Todo bien
U0175,51151966N,45,Male,Mexico,Negocios,R00175,2024|02|03 00:00:00,2024|10|02 00:00:00,133,7,4,Solo vuelo,1421.65,PayPal,Rome,,Primera clase,,2,False,Agente de viajes,Pendiente,12,8,Temporada alta,False,3,Recomendado
U0176,12435037H,51,Other,Mexico,Turista,R00176,2024|01|09 00:00:00,2024|02|02 00:00:00,130,3,4,Solo vuelo,1656.16,Tarjeta de crédito,Tokyo,,Primera clase,,4,True,App móvil,Pendiente,8,3,Temporada alta,False,3,Problemas con la reserva
U0177,53478548Y,24,Other,India,Turista,R00177,2024|04|22 00:00:00,2024|07|31 00:00:00,105,11,2,Solo vuelo,1406.05,Transferencia bancaria,Rome,,Económica,,3,False,App móvil,Pendiente,7,3,Temporada alta,True,2,No me gustó el servicio
U0178,95925572R,59,Male,India,Negocios,R00178,2024|06|26 00:00:00,2024|10|26 00:00:00,91,4,3,Vuelo + Hotel + Tour,1225.63,PayPal,New York,Resort,Económica,Tour en bus,2,False,Agente de viajes,Confirmada,4,11,Temporada baja,False,5,Recomendado
U0179,53110548Y,20,Female,UK,Turista,R00179,2024|05|28 00:00:00,2024|11|13 00:00:00,191,13,1,Vuelo + Hotel,795.05,Tarjeta de crédito,Tokyo,Airbnb,Económica,,1,True,Agente de viajes,Pendiente,10,8,Temporada baja,False,5,Recomendado
U0180,27403815M,60,Male,UK,Tusirta,R00180,2024|01|18 00:00:00,2024|06|18 00:00:00,63,11,1,Vuelo + Hotel,935.67,Transferencia bancaria,Cancun,Resort,Ejecutiva,,2,False,App móvil,Cancelada,4,6,Temporada alta,False,2,Problemas con la reserva
U0181,37223888K,22,Female,UK,Turista,R00181,2024|02|27 00:00:00,2024|08|29 00:00:00,21,8,3,Solo vuelo,1693.86,Transferencia bancaria,Tokyo,,Económica,,7,True,Sitio web,Cancelada,8,4,Temporada baja,True,5,
U0182,58732808P,37,Male,USA,Negocios,R00182,2024|03|12 00:00:00,2024|04|06 00:00:00,271,2,3,Vuelo + Hotel + Tour,756.82,PayPal,Paris,Airbnb,Económica,,2,True,App móvil,Pendiente,10,4,Temporada alta,False,1,No me gustó el servicio
U0183,40276068D,18,Other,Spain,Tusirta,R00183,2024|06|30 00:00:00,2024|07|28 00:00:00,68,6,4,Solo vuelo,1234.25,PayPal,Tokyo,,Primera clase,,5,True,App móvil,Confirmada,5,1,Temporada alta,False,3,Recomendado
U0184,43417306E,35,Female,Spain,Turista,R00184,2024|10|13 00:00:00,2024|12|24 00:00:00,363,14,2,Solo vuelo,1549.33,PayPal,Paris,,Primera clase,,9,True,Agente de viajes,Confirmada,4,2,Temporada alta,True,3,Todo bien
U0185,87028521V,34,Female,Germany,Turista,R00185,2024|05|22 00:00:00,2024|11|25 00:00:00,185,13,1,Vuelo + Hotel,1158.7,PayPal,Rome,Resort,Económica,,3,True,App móvil,Cancelada,9,11,Temporada baja,True,4,Recomendado
U0186,72845000K,60,Other,Mexico,Negocios,R00186,2024|06|10 00:00:00,2024|11|08 00:00:00,326,2,4,Solo vuelo,322.38,Tarjeta de crédito,London,,Ejecutiva,,5,False,App móvil,Cancelada,11,4,Temporada alta,True,5,Recomendado
U0187,20957470P,34,Male,Australia,Negocios,R00187,2024|02|12 00:00:00,2024|11|27 00:00:00,164,4,2,Vuelo + Hotel,1433.11,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,,8,False,App móvil,Pendiente,5,12,Temporada alta,True,3,No me gustó el servicio
U0188,69251326M,48,Male,Australia,Turista,R00188,2024|02|28 00:00:00,2024|08|03 00:00:00,182,10,2,Vuelo + Hotel,1116.55,Tarjeta de crédito,Tokyo,Airbnb,Primera clase,,9,True,Sitio web,Cancelada,12,10,Temporada baja,True,4,
U0189,57118200T,38,Male,Australia,Turista,R00189,2024|07|14 00:00:00,2024|08|22 00:00:00,339,3,4,Vuelo + Hotel,867.54,Transferencia bancaria,Tokyo,Resort,Ejecutiva,,2,False,Sitio web,Pendiente,10,12,Temporada baja,False,3,Excelente viaje
U0190,16541758C,38,Male,Australia,Turista,R00190,2024|03|17 00:00:00,2024|06|26 00:00:00,206,7,3,Solo vuelo,1534.75,PayPal,Barcelona,,Ejecutiva,,1,True,Agente de viajes,Confirmada,8,6,Temporada baja,False,4,Todo bien
U0191,29121370N,40,Male,Mexico,Negocios,R00191,2024|04|10 00:00:00,2024|08|26 00:00:00,338,13,2,Vuelo + Hotel + Tour,1292.29,Transferencia bancaria,Barcelona,Airbnb,Primera clase,,5,True,Agente de viajes,Cancelada,2,5,Temporada baja,False,4,
U0192,44869372Y,28,Other,Mexico,Turista,R00192,2024|03|17 00:00:00,2024|11|15 00:00:00,310,10,2,Vuelo + Hotel,911.67,PayPal,New York,Resort,Ejecutiva,,3,False,Sitio web,Pendiente,12,11,Temporada baja,True,4,Todo bien
U0193,66323501B,60,Other,USA,Negocios,R00193,2024|07|02 00:00:00,2024|11|16 00:00:00,273,4,1,Solo vuelo,1411.48,Transferencia bancaria,Barcelona,,Económica,,2,True,Agente de viajes,Cancelada,4,4,Temporada baja,True,3,Problemas con la reserva
U0194,32340826C,40,Female,Australia,Negocios,R00194,2024|07|22 00:00:00,2024|09|13 00:00:00,321,10,2,Vuelo + Hotel,1369.26,Tarjeta de crédito,New York,Resort,Ejecutiva,,4,True,Sitio web,Pendiente,2,5,Temporada alta,False,1,No me gustó el servicio
